uid,age,birthday,country,region,genderSlider,genderLabel,lifeExpectancy,weeksLived,weeksRemaining,weeksTotal,percentLived,phaseTemplate,phaseCount,phases
FKETWXMky2UxGlSGD7DKNXOm3Con,56,28.05.1970,Cameroon,Africa,0,Male,60,2916,204,3120,93.5,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
ifBvKCMACzXtxloOwf0FNW5gecmm,26,09.06.2000,India,Asia,0,Male,68,1349,2187,3536,38.2,Family-focused,6,Childhood (0–6); School (6–18); Young Adult (18–30); Family Years (30–55); Empty Nest (55–70); Senior (70–90)
i1SHqVrv96YUaO961oSnoKIDYvf0,51,23.04.1975,Germany,Europe,0,Male,79,2661,1447,4108,64.8,Family-focused,6,Childhood (0–6); School (6–18); Young Adult (18–30); Family Years (30–55); Empty Nest (55–70); Senior (70–90)
IxJh6aYZvzQzWHubW5j7uNLL18my,42,15.04.1984,Indonesia,Asia,9,Female,73,2192,1604,3796,57.7,Simple 3-phase,3,Youth (0–18); Adulthood (18–65); Senior (65–90)
NskPlZLbm4xmsGCwau4y9izUy4m1,22,19.06.2004,Jordan,Asia,0,Male,74,1139,2709,3848,29.6,Adventurer,5,Childhood (0–6); School (6–18); Exploration (18–25); Settled Career (25–60); Senior (60–90)
tmSCm9BZLpuJECcfO4v0XyZ0zlMA,76,20.03.1950,Finland,Europe,9,Female,84,3970,398,4368,90.9,Family-focused,6,Childhood (0–6); School (6–18); Young Adult (18–30); Family Years (30–55); Empty Nest (55–70); Senior (70–90)
6o1qMs4RSnE9I9egVuBpFCeRUxU1,60,04.10.1966,India,Asia,9,Female,71,3107,585,3692,84.2,No university,4,Childhood (0–6); School (6–18); Career (18–65); Senior (65–90)
PCCfOSBDrkZLkhTkPaqBlS3HBcNG,23,30.12.2003,India,Asia,0,Male,68,1164,2372,3536,32.9,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
daVV5xofA9ulPn2XZkkzguIlmH6h,22,23.07.2004,Pakistan,Asia,9,Female,69,1134,2454,3588,31.6,No university,4,Childhood (0–6); School (6–18); Career (18–65); Senior (65–90)
annOrMc2zVE9SX5JpfuNy5VikVQ8,27,13.01.1999,China,Asia,0,Male,75,1423,2477,3900,36.5,Academic / PhD,7,Childhood (0–6); School (6–18); Bachelor's (18–21); Master's (21–23); PhD (23–28); Academic Career (28–65); Retirement (65–90)
xNoK9oM3tTUMdxsjmc5L6TurNVG8,17,30.10.2009,Pakistan,Asia,0,Male,67,859,2625,3484,24.7,Family-focused,6,Childhood (0–6); School (6–18); Young Adult (18–30); Family Years (30–55); Empty Nest (55–70); Senior (70–90)
vmd49XRn2GlNeE7d96hkIXmFACkm,17,28.04.2009,Nigeria,Africa,0,Male,55,886,1974,2860,31.0,Early retirement,5,Childhood (0–6); Education (6–22); Career (22–45); Early Retirement (45–70); Senior (70–90)
NqWe8ykBFTVYXbx0V5KjTpCCxLei,35,19.05.1991,India,Asia,9,Female,71,1822,1870,3692,49.3,Simple 3-phase,3,Youth (0–18); Adulthood (18–65); Senior (65–90)
TxzzyUxt9e29h5kV7VUvRNwdxApD,28,01.01.1998,Indonesia,Asia,0,Male,69,1476,2112,3588,41.1,Healthcare,6,Childhood (0–6); School (6–18); University (18–24); Residency (24–30); Career (30–65); Retirement (65–90)
OqCQpL70aVN4yK3GlAZps7Oxtz2T,61,01.11.1965,United States,North America,0,Male,74,3155,693,3848,82.0,Entrepreneur,5,Childhood (0–6); School (6–18); Startup Years (18–30); Growth Phase (30–55); Legacy (55–85)
U5yt9YaeRGOTkxRml6BYldlVq3zM,65,27.06.1961,Bangladesh,Asia,9,Female,75,3382,518,3900,86.7,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
hdboEVaq7PWcnXxG7qEULuQvtowy,26,10.02.2000,Nigeria,Africa,9,Female,57,1366,1598,2964,46.1,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
CRS3iL1rRYwMODzl97YbwcYuBLyL,71,26.06.1955,Nepal,Asia,9,Female,73,3695,101,3796,97.3,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
gxLS12WSbEfZ99C37DHpk6Rg9b5u,46,28.11.1980,Bangladesh,Asia,0,Male,72,2368,1376,3744,63.2,Entrepreneur,5,Childhood (0–6); School (6–18); Startup Years (18–30); Growth Phase (30–55); Legacy (55–85)
3hiHSfQ25VLNxSTxNI1YnhffT6Uh,62,22.05.1964,India,Asia,0,Male,68,3230,306,3536,91.3,Simple 3-phase,3,Youth (0–18); Adulthood (18–65); Senior (65–90)
dH08twQXGLnyHCi6ZECLjPXRLt9h,40,24.10.1986,India,Asia,9,Female,71,2060,1632,3692,55.8,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
s7dYjS05nT5W1TsY4jbyADvyeTr5,46,27.11.1980,Zambia,Africa,9,Female,67,2368,1116,3484,68.0,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
JX0RCkiRsinUTaTJQ9j6A05f8ld8,22,11.03.2004,Pakistan,Asia,6,Non-binary / Other,68,1153,2383,3536,32.6,Early retirement,5,Childhood (0–6); Education (6–22); Career (22–45); Early Retirement (45–70); Senior (70–90)
coEQ7OxQXOW1OrOwhfEPFbJJqUXl,25,24.11.2001,Nigeria,Africa,9,Female,57,1273,1691,2964,42.9,Minimalist,2,Growing Up (0–25); Adult Life (25–85)
uS1HzRyYWGdZHYOUmOh1RaBtcJOf,43,19.05.1983,Iran,Asia,9,Female,78,2239,1817,4056,55.2,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
7k8Opc64sHiEt49LFQPcci1niIKr,21,17.02.2005,DR Congo,Africa,9,Female,63,1104,2172,3276,33.7,No university,4,Childhood (0–6); School (6–18); Career (18–65); Senior (65–90)
4yfpARHeT9RlxOYLAj9AbLehgHeN,51,09.05.1975,Philippines,Asia,0,Male,68,2658,878,3536,75.2,No university,4,Childhood (0–6); School (6–18); Career (18–65); Senior (65–90)
qg8n7WhG2KYfvJrqgctUlXQWI2yK,33,28.03.1993,India,Asia,0,Male,68,1725,1811,3536,48.8,Creative / Artist,5,Childhood (0–6); Education (6–20); Emerging (20–35); Established (35–60); Legacy (60–85)
xTdS8RpLRl9XFrA62Ys16ztfeT6k,61,22.03.1965,DR Congo,Africa,9,Female,63,3187,89,3276,97.3,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
P5iEQPHhalZaAHv9O596QcBk5V4k,79,31.01.1947,Australia,Oceania,9,Female,85,4133,287,4420,93.5,Adventurer,5,Childhood (0–6); School (6–18); Exploration (18–25); Settled Career (25–60); Senior (60–90)
k8uQZ01rDqaNy557F3530daCsgvS,38,14.01.1988,India,Asia,0,Male,68,1996,1540,3536,56.4,Simple 3-phase,3,Youth (0–18); Adulthood (18–65); Senior (65–90)
FjhEjOoysAlYgB0kvAw1mlcyU3jm,43,07.08.1983,India,Asia,0,Male,68,2228,1308,3536,63.0,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
EQhUWyTTZi7XhvaQdZALaDrfAMTl,33,14.02.1993,Iran,Asia,9,Female,78,1731,2325,4056,42.7,Simple 3-phase,3,Youth (0–18); Adulthood (18–65); Senior (65–90)
ADWgTLl1Mjhyqljbm1xGR8nAdAdg,32,08.12.1994,Egypt,Africa,0,Male,72,1636,2108,3744,43.7,Entrepreneur,5,Childhood (0–6); School (6–18); Startup Years (18–30); Growth Phase (30–55); Legacy (55–85)
ccdUnD4gl6wsgaI1uTwWGxOnx3iU,61,08.07.1965,India,Asia,9,Female,71,3171,521,3692,85.9,No university,4,Childhood (0–6); School (6–18); Career (18–65); Senior (65–90)
g6MsDVHjhzS3V0IvwNhBDG7Xkq7r,40,23.04.1986,Brazil,South America,9,Female,80,2087,2073,4160,50.2,Simple 3-phase,3,Youth (0–18); Adulthood (18–65); Senior (65–90)
EHFeBFIyLmaJKa5FFSq0sqhnHsN6,60,24.04.1966,United States,North America,0,Male,74,3130,718,3848,81.3,Creative / Artist,5,Childhood (0–6); Education (6–20); Emerging (20–35); Established (35–60); Legacy (60–85)
9nhON8u62qi3s9MawTrpaO16KSQ6,71,21.01.1955,Egypt,Africa,0,Male,72,3717,27,3744,99.3,Adventurer,5,Childhood (0–6); School (6–18); Exploration (18–25); Settled Career (25–60); Senior (60–90)
nqKYUjoTw3fll1lETObklyLeep48,54,07.09.1972,DR Congo,Africa,9,Female,63,2797,479,3276,85.4,Creative / Artist,5,Childhood (0–6); Education (6–20); Emerging (20–35); Established (35–60); Legacy (60–85)
bZVNcpfiMa77gTuRmDIBkujdQMhZ,17,04.10.2009,Belgium,Europe,5,Non-binary / Other,81,863,3349,4212,20.5,No university,4,Childhood (0–6); School (6–18); Career (18–65); Senior (65–90)
noxvr5QQS3E9n7reuw5fcjAulA3Q,48,05.07.1978,Bolivia,South America,0,Male,70,2494,1146,3640,68.5,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
wq4XW18WjjBX8YhATiuhVvED8LNi,22,30.05.2004,Nigeria,Africa,0,Male,55,1142,1718,2860,39.9,Simple 3-phase,3,Youth (0–18); Adulthood (18–65); Senior (65–90)
HHYxKAJQURoa9bI75dv01Ysi084p,65,18.07.1961,United States,North America,9,Female,80,3379,781,4160,81.2,Simple 3-phase,3,Youth (0–18); Adulthood (18–65); Senior (65–90)
xb7xRPeZ1bweeJYjlUURszuWRrj2,24,23.02.2002,Sudan,Africa,0,Male,65,1260,2120,3380,37.3,Entrepreneur,5,Childhood (0–6); School (6–18); Startup Years (18–30); Growth Phase (30–55); Legacy (55–85)
A6CSpJso5qfx6UydyY8LeQDOzxdx,48,01.03.1978,Angola,Africa,9,Female,68,2512,1024,3536,71.0,No university,4,Childhood (0–6); School (6–18); Career (18–65); Senior (65–90)
0brHeLUtINcq8JIWct6awrymUS8R,22,12.02.2004,India,Asia,0,Male,68,1157,2379,3536,32.7,Family-focused,6,Childhood (0–6); School (6–18); Young Adult (18–30); Family Years (30–55); Empty Nest (55–70); Senior (70–90)
bXD1cjQeM7onQiS9F9LGVBisM6cS,28,26.09.1998,Belgium,Europe,0,Male,79,1438,2670,4108,35.0,Early retirement,5,Childhood (0–6); Education (6–22); Career (22–45); Early Retirement (45–70); Senior (70–90)
J9gaVt1X3ECkseJveSC98VB568Ew,55,03.10.1971,Pakistan,Asia,0,Male,67,2846,638,3484,81.7,Adventurer,5,Childhood (0–6); School (6–18); Exploration (18–25); Settled Career (25–60); Senior (60–90)
FMtfzB29c8dXRIjgxJ0n2PvDHYgl,55,05.11.1971,Ethiopia,Africa,0,Male,66,2841,591,3432,82.8,Simple 3-phase,3,Youth (0–18); Adulthood (18–65); Senior (65–90)
dvLnThCH6jnJ9WdYW8nnbVApkiqf,66,07.07.1960,Brazil,South America,9,Female,80,3432,728,4160,82.5,Minimalist,2,Growing Up (0–25); Adult Life (25–85)
qZf3vUkvzDQjRvQyaWLePMu96UTt,42,07.09.1984,Turkey,Asia,2,Non-binary / Other,77,2171,1833,4004,54.2,Entrepreneur,5,Childhood (0–6); School (6–18); Startup Years (18–30); Growth Phase (30–55); Legacy (55–85)
XPqS961NNJcUlRWLnnlQ7wwstYhE,34,28.08.1992,Canada,North America,3,Non-binary / Other,81,1755,2457,4212,41.7,No university,4,Childhood (0–6); School (6–18); Career (18–65); Senior (65–90)
GVhkAkKHx0QBrM519XgOMzEU5gBK,38,27.06.1988,Zimbabwe,Africa,0,Male,60,1973,1147,3120,63.2,Family-focused,6,Childhood (0–6); School (6–18); Young Adult (18–30); Family Years (30–55); Empty Nest (55–70); Senior (70–90)
Ih16vXC4NWy6WFqOt34Pa4cbX0GT,42,08.04.1984,Angola,Africa,0,Male,63,2193,1083,3276,66.9,Early retirement,5,Childhood (0–6); Education (6–22); Career (22–45); Early Retirement (45–70); Senior (70–90)
lNZXJhN8k4GBgXFNW0MqI6mfBMKb,71,18.04.1955,France,Europe,0,Male,79,3705,403,4108,90.2,Adventurer,5,Childhood (0–6); School (6–18); Exploration (18–25); Settled Career (25–60); Senior (60–90)
T8NWlOnm0TYxqdfib91g5hiqle04,26,13.10.2000,Peru,South America,9,Female,79,1331,2777,4108,32.4,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
7eQxt4YlalJLb89EMHjT5lbbFj1h,66,14.01.1960,China,Asia,0,Male,75,3457,443,3900,88.6,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
hqmfROCYB65pm0S7gXKkmSABKqtg,30,24.02.1996,China,Asia,0,Male,75,1573,2327,3900,40.3,Entrepreneur,5,Childhood (0–6); School (6–18); Startup Years (18–30); Growth Phase (30–55); Legacy (55–85)
dkcFKsZN7vbluXweOxWhtauCX3Ix,38,29.06.1988,India,Asia,0,Male,68,1973,1563,3536,55.8,Academic / PhD,7,Childhood (0–6); School (6–18); Bachelor's (18–21); Master's (21–23); PhD (23–28); Academic Career (28–65); Retirement (65–90)
6YPJOQAYmdEcrhCLKobbWJaCi7cH,22,09.09.2004,Myanmar,Asia,5,Non-binary / Other,67,1127,2357,3484,32.3,Entrepreneur,5,Childhood (0–6); School (6–18); Startup Years (18–30); Growth Phase (30–55); Legacy (55–85)
XSrUyItLyRC07hxMbcaguQBkl3w3,18,16.02.2008,Japan,Asia,0,Male,81,948,3264,4212,22.5,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
g6euLYqkiCh1U37zBhGJO8tToqsf,22,29.05.2004,Vietnam,Asia,9,Female,79,1142,2966,4108,27.8,Early retirement,5,Childhood (0–6); Education (6–22); Career (22–45); Early Retirement (45–70); Senior (70–90)
ReEnPDxEvYVFt6RO0gi4xCMmyeAQ,58,24.11.1968,Mexico,North America,9,Female,78,2995,1061,4056,73.8,Military,5,Childhood (0–6); School (6–18); Military Service (18–38); Civilian Career (38–62); Retirement (62–85)
Uo3lbPCq5fAjFFdqgOTAsyKGEAQO,29,15.03.1997,United States,North America,9,Female,80,1518,2642,4160,36.5,Healthcare,6,Childhood (0–6); School (6–18); University (18–24); Residency (24–30); Career (30–65); Retirement (65–90)
egoMSygT2qmWvrKTfFRDs4otel3i,19,19.01.2007,Uzbekistan,Asia,0,Male,71,1004,2688,3692,27.2,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
2kVavDa2DcbQsoFUWgXuEvHPpCZs,37,06.01.1989,Afghanistan,Asia,4,Non-binary / Other,63,1945,1331,3276,59.4,Adventurer,5,Childhood (0–6); School (6–18); Exploration (18–25); Settled Career (25–60); Senior (60–90)
Tb81OiEpT8wUm7N72Q3B7GqQ3yz9,77,09.02.1949,Germany,Europe,5,Non-binary / Other,81,4028,184,4212,95.6,Entrepreneur,5,Childhood (0–6); School (6–18); Startup Years (18–30); Growth Phase (30–55); Legacy (55–85)
C8Xr8EQCj7MPsrXacrKdsAOapvr1,59,04.10.1967,Finland,Europe,0,Male,79,3055,1053,4108,74.4,Minimalist,2,Growing Up (0–25); Adult Life (25–85)
9mKfnDvYNA7gqstIQtJQmiIsfJMH,25,23.02.2001,Pakistan,Asia,9,Female,69,1312,2276,3588,36.6,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
RFQwvC7C4bVfi4WJxM32d0hPCVG0,43,05.02.1983,India,Asia,9,Female,71,2254,1438,3692,61.1,Family-focused,6,Childhood (0–6); School (6–18); Young Adult (18–30); Family Years (30–55); Empty Nest (55–70); Senior (70–90)
YJQ1hKFSRGI7i3NjMS6XMmej2Gpg,57,11.02.1969,Bangladesh,Asia,0,Male,72,2984,760,3744,79.7,Family-focused,6,Childhood (0–6); School (6–18); Young Adult (18–30); Family Years (30–55); Empty Nest (55–70); Senior (70–90)
z8Y0HYQ1MANlYOkTHDrP7EPyRgzA,41,30.01.1985,Algeria,Africa,5,Non-binary / Other,77,2151,1853,4004,53.7,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
cOOB4vi2CajF1n3GFkjOIC1iWO5e,52,01.07.1974,Algeria,Africa,3,Non-binary / Other,77,2703,1301,4004,67.5,Family-focused,6,Childhood (0–6); School (6–18); Young Adult (18–30); Family Years (30–55); Empty Nest (55–70); Senior (70–90)
RFOqRKKKZebToPEQuoV4Xg2Tx85d,46,22.10.1980,Tanzania,Africa,4,Non-binary / Other,66,2374,1058,3432,69.2,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
NbkgBiNImEQnUAGWfb7fciaWJ1vQ,20,25.08.2006,DR Congo,Africa,0,Male,59,1025,2043,3068,33.4,No university,4,Childhood (0–6); School (6–18); Career (18–65); Senior (65–90)
JDvMIieAxeeWshoLun65pRe28eJ0,49,07.08.1977,Uzbekistan,Asia,9,Female,76,2541,1411,3952,64.3,Military,5,Childhood (0–6); School (6–18); Military Service (18–38); Civilian Career (38–62); Retirement (62–85)
3K69OcAm3dmYuU4dEXILZYvezT53,41,02.10.1985,United States,North America,5,Non-binary / Other,77,2116,1888,4004,52.8,Family-focused,6,Childhood (0–6); School (6–18); Young Adult (18–30); Family Years (30–55); Empty Nest (55–70); Senior (70–90)
FOAs08bdVYH1QTIdVRAAiB38wmBd,62,04.01.1964,Iran,Asia,0,Male,75,3250,650,3900,83.3,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
YHcX2pddBrtL39iyOOe6mRY31Bsw,45,24.07.1981,Colombia,South America,9,Female,80,2334,1826,4160,56.1,Early retirement,5,Childhood (0–6); Education (6–22); Career (22–45); Early Retirement (45–70); Senior (70–90)
RFd3RMrmi8oTnxYi8ROChEcrxZfr,31,29.09.1995,Malaysia,Asia,9,Female,78,1594,2462,4056,39.3,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
nxOHObV64UuZqUnbSM1W5UYI75r9,71,13.07.1955,Nepal,Asia,4,Non-binary / Other,71,3693,0,3692,100.0,Simple 3-phase,3,Youth (0–18); Adulthood (18–65); Senior (65–90)
kxU5iaX6fpHuyMwOWYLhJtqlCBC7,62,25.10.1964,Jordan,Asia,0,Male,74,3208,640,3848,83.4,Simple 3-phase,3,Youth (0–18); Adulthood (18–65); Senior (65–90)
e3I7BpWqEok2OoOlFBtIo798a00H,29,02.07.1997,Iran,Asia,9,Female,78,1503,2553,4056,37.1,Family-focused,6,Childhood (0–6); School (6–18); Young Adult (18–30); Family Years (30–55); Empty Nest (55–70); Senior (70–90)
FouxZzN2iuWuzOD8Mjc54bLYFWFK,22,17.02.2004,Argentina,South America,0,Male,73,1157,2639,3796,30.5,Simple 3-phase,3,Youth (0–18); Adulthood (18–65); Senior (65–90)
VO779J9NTHh2XLOGtmJ4uX8ot8QB,20,24.11.2006,Greece,Europe,0,Male,79,1012,3096,4108,24.6,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
4OLBzJZhHWzKiqrtfA8JNV32ahqI,21,18.06.2005,Uzbekistan,Asia,0,Male,71,1087,2605,3692,29.4,Simple 3-phase,3,Youth (0–18); Adulthood (18–65); Senior (65–90)
Q9i144vyISh33KM9cTwBzBZrDilV,32,27.01.1994,United States,North America,9,Female,80,1681,2479,4160,40.4,Minimalist,2,Growing Up (0–25); Adult Life (25–85)
KPCtkSrVoEcGGF5rxU7c62TAr2tv,26,29.03.2000,United States,North America,9,Female,80,1360,2800,4160,32.7,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
r49U5Pim0Ub37HXaZbm6JTGZsgR0,47,08.08.1979,Chile,South America,0,Male,78,2437,1619,4056,60.1,Healthcare,6,Childhood (0–6); School (6–18); University (18–24); Residency (24–30); Career (30–65); Retirement (65–90)
rP8XUnejuCTPeQ3cgRGlIZM6MpK2,32,28.02.1994,Indonesia,Asia,0,Male,69,1677,1911,3588,46.7,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
Trm261UaeImlzqxKNEOlsosEXywD,46,16.03.1980,China,Asia,0,Male,75,2405,1495,3900,61.7,Creative / Artist,5,Childhood (0–6); Education (6–20); Emerging (20–35); Established (35–60); Legacy (60–85)
PhCthRRVDXEzosF3WdVqtyBy4qTv,52,15.07.1974,Belgium,Europe,0,Male,79,2701,1407,4108,65.7,No university,4,Childhood (0–6); School (6–18); Career (18–65); Senior (65–90)
HWg8LiH6bxWuvVddnH9ZySrkxzIp,68,19.04.1958,Spain,Europe,0,Male,80,3548,612,4160,85.3,Healthcare,6,Childhood (0–6); School (6–18); University (18–24); Residency (24–30); Career (30–65); Retirement (65–90)
XcrbNQcUYxyY21eFRTbUH4fKyZ1W,64,04.09.1962,Afghanistan,Asia,9,Female,65,3320,60,3380,98.2,Simple 3-phase,3,Youth (0–18); Adulthood (18–65); Senior (65–90)
qODsf7ID4HpbEyxHgn8yowINuY8f,35,15.05.1991,India,Asia,9,Female,71,1823,1869,3692,49.4,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
yZG0VdEzTZcQL2qmIEE7oCDITT5A,78,08.10.1948,China,Asia,9,Female,80,4045,115,4160,97.2,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
kB8cAkXEUHysAs5PGMxOiGmMSGpC,16,17.03.2010,Bangladesh,Asia,0,Male,72,840,2904,3744,22.4,Early retirement,5,Childhood (0–6); Education (6–22); Career (22–45); Early Retirement (45–70); Senior (70–90)
DtlD9aRmfCfMKeN2valr4ATwV5IN,33,17.03.1993,United States,North America,9,Female,80,1727,2433,4160,41.5,Entrepreneur,5,Childhood (0–6); School (6–18); Startup Years (18–30); Growth Phase (30–55); Legacy (55–85)
qgXKVuVKrY2PDkW9fXjk2u3dFBPu,29,07.12.1997,China,Asia,9,Female,80,1480,2680,4160,35.6,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
DtGG2076ZS0IEWQIAvbwCPTnI96x,66,25.07.1960,Israel,Asia,0,Male,81,3430,782,4212,81.4,No university,4,Childhood (0–6); School (6–18); Career (18–65); Senior (65–90)
mKu44FaqONy9RqdJbSDLCkUOHgwM,17,15.04.2009,China,Asia,9,Female,80,888,3272,4160,21.3,No university,4,Childhood (0–6); School (6–18); Career (18–65); Senior (65–90)
0dNdgH8mMbZ0tR4K6G6yZPeZFTfB,27,03.03.1999,Philippines,Asia,9,Female,75,1416,2484,3900,36.3,Minimalist,2,Growing Up (0–25); Adult Life (25–85)
06tIhCZf5f4lftMbkaNC26tQ61UT,48,06.07.1978,Egypt,Africa,0,Male,72,2493,1251,3744,66.6,Academic / PhD,7,Childhood (0–6); School (6–18); Bachelor's (18–21); Master's (21–23); PhD (23–28); Academic Career (28–65); Retirement (65–90)
tol2ksRqEJvNBNZcZxHnRvYXmRFZ,52,09.03.1974,Finland,Europe,0,Male,79,2719,1389,4108,66.2,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
bhOliKxxKcRN1aAuOg4sClbYCJAy,29,07.05.1997,South Africa,Africa,0,Male,60,1511,1609,3120,48.4,Simple 3-phase,3,Youth (0–18); Adulthood (18–65); Senior (65–90)
yc5o55gAqJKkksLRG6JiPWdfXivy,63,11.10.1963,Sweden,Europe,0,Male,81,3262,950,4212,77.4,Simple 3-phase,3,Youth (0–18); Adulthood (18–65); Senior (65–90)
l1BSjIWajgIynDxCp4yt5yurP2LH,28,10.03.1998,Indonesia,Asia,9,Female,73,1467,2329,3796,38.6,No university,4,Childhood (0–6); School (6–18); Career (18–65); Senior (65–90)
LVwvZLU4OilnAvOArxYc7AkQZCfQ,78,01.10.1948,Guatemala,North America,9,Female,78,4046,10,4056,99.8,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
JxCE7yVsqNLXBxDuHwW8GxPju5Km,67,06.01.1959,Bolivia,South America,9,Female,76,3511,441,3952,88.8,No university,4,Childhood (0–6); School (6–18); Career (18–65); Senior (65–90)
c1CdLwAPVbqszBscgTGykHhiE3vC,74,02.07.1952,Spain,Europe,9,Female,86,3851,621,4472,86.1,Simple 3-phase,3,Youth (0–18); Adulthood (18–65); Senior (65–90)
ucLSYgFSuNsylUSUe47XJ9MHXRdJ,83,15.10.1943,Netherlands,Europe,9,Female,83,4305,11,4316,99.7,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
rPL4QqzbziqL8tnbudrSZKNuy5av,51,23.12.1975,China,Asia,9,Female,80,2626,1534,4160,63.1,Early retirement,5,Childhood (0–6); Education (6–22); Career (22–45); Early Retirement (45–70); Senior (70–90)
RPpc07NIvm9wstPbMkvA9b8IEo5i,45,16.12.1981,Guatemala,North America,2,Non-binary / Other,73,2314,1482,3796,61.0,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
gr1V98Ivn3rVNPQNNFHnzUr5j2ya,22,07.07.2004,Nepal,Asia,9,Female,73,1137,2659,3796,30.0,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
xO8zNMiM9LT6upJDfwU2OI10kw2k,57,22.03.1969,Sudan,Africa,9,Female,68,2978,558,3536,84.2,Healthcare,6,Childhood (0–6); School (6–18); University (18–24); Residency (24–30); Career (30–65); Retirement (65–90)
bJCQBokCNXZ24pSeUQzGDxW72HSL,57,10.03.1969,United States,North America,9,Female,80,2980,1180,4160,71.6,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
syYVwSFOAhjqZUgkzv4XngNe3Epq,72,27.08.1954,Vietnam,Asia,9,Female,79,3738,370,4108,91.0,Entrepreneur,5,Childhood (0–6); School (6–18); Startup Years (18–30); Growth Phase (30–55); Legacy (55–85)
rciGb2IStSJsSPjXhL1po0KjawF1,66,23.08.1960,Ethiopia,Africa,2,Non-binary / Other,66,3426,6,3432,99.8,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
0tx1EkGk3a6vtnrWWOwC4400WGom,37,21.06.1989,Japan,Asia,4,Non-binary / Other,83,1922,2394,4316,44.5,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
IHT28dJppTQOpQCcLIflZd3GdoKK,22,17.06.2004,Pakistan,Asia,0,Male,67,1139,2345,3484,32.7,App defaults,5,Childhood (0–6); School (6–18); University (18–23); Career (23–65); Senior (65–90)
eDBDgKLsaA4SBNKNU9pzqNuDrOqG,66,11.01.1960,Indonesia,Asia,6,Non-binary / Other,71,3458,234,3692,93.7,Creative / Artist,5,Childhood (0–6); Education (6–20); Emerging (20–35); Established (35–60); Legacy (60–85)
86Et8DkeAs5BNHlWVnFtGgsLJjjV,48,21.05.1978,Ghana,Africa,9,Female,67,2500,984,3484,71.8,Simple 3-phase,3,Youth (0–18); Adulthood (18–65); Senior (65–90)
OWWq5D1siuvUBAyzVz8vX8VbRmSs,36,17.06.1990,Singapore,Asia,9,Female,86,1870,2602,4472,41.8,Adventurer,5,Childhood (0–6); School (6–18); Exploration (18–25); Settled Career (25–60); Senior (60–90)
TXMBqejS6K76Wy7Rp9KddvHBrD2e,66,11.07.1960,India,Asia,0,Male,68,3432,104,3536,97.1,Family-focused,6,Childhood (0–6); School (6–18); Young Adult (18–30); Family Years (30–55); Empty Nest (55–70); Senior (70–90)
